left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,valid,led_x,led_y
-80.66666666666667,-11.666666666666666,85.66666666666667,-8.0, valid,64,1020
-84.33333333333333,-9.666666666666666,83.33333333333333,-5.666666666666667, valid,77,1020
-88.33333333333333,-7.333333333333333,80.66666666666667,-3.0, valid,93,1020
-88.0,-7.0,80.33333333333333,-3.0, valid,109,1020
-87.0,-7.0,80.0,-2.6666666666666665, valid,124,1020
-87.0,-7.0,80.0,-2.3333333333333335, valid,137,1020
-87.0,-7.333333333333333,80.33333333333333,-2.3333333333333335, valid,154,1020
-88.0,-7.666666666666667,80.33333333333333,-2.3333333333333335, valid,165,1020
-88.0,-7.666666666666667,81.0,-2.0, valid,183,1020
-88.66666666666667,-7.666666666666667,81.0,-2.0, valid,200,1020
-87.33333333333333,-7.666666666666667,81.66666666666667,-2.3333333333333335, valid,215,1020
-86.33333333333333,-7.666666666666667,81.33333333333333,-2.6666666666666665, valid,227,1020
-85.66666666666667,-7.666666666666667,81.66666666666667,-2.3333333333333335, valid,247,1020
-86.33333333333333,-7.666666666666667,82.33333333333333,-2.0, valid,261,1020
-87.33333333333333,-8.0,82.66666666666667,-2.3333333333333335, valid,279,1020
-87.0,-8.333333333333334,83.0,-2.6666666666666665, valid,295,1020
-87.33333333333333,-8.666666666666666,82.66666666666667,-3.0, valid,309,1020
-86.66666666666667,-8.666666666666666,83.0,-2.6666666666666665, valid,323,1020
-85.0,-8.333333333333334,83.33333333333333,-2.6666666666666665, valid,338,1020
-83.66666666666667,-8.0,83.33333333333333,-2.6666666666666665, valid,352,1020
-84.0,-8.0,83.33333333333333,-3.0, valid,365,1020
-85.0,-8.333333333333334,83.66666666666667,-3.3333333333333335, valid,385,1020
-84.66666666666667,-8.333333333333334,84.33333333333333,-3.3333333333333335, valid,406,1020
-84.33333333333333,-9.0,84.66666666666667,-3.6666666666666665, valid,422,1020
-83.66666666666667,-9.0,84.0,-3.6666666666666665, valid,434,1020
-83.0,-9.333333333333334,84.33333333333333,-4.0, valid,448,1020
-81.66666666666667,-9.0,84.33333333333333,-4.0, valid,464,1020
-83.0,-9.0,84.33333333333333,-4.0, valid,479,1020
-83.66666666666667,-9.0,83.66666666666667,-4.0, valid,495,1020
-83.33333333333333,-9.0,83.66666666666667,-4.0, valid,515,1020
-81.66666666666667,-9.0,84.0,-4.0, valid,524,1020
-81.33333333333333,-9.0,84.33333333333333,-4.333333333333333, valid,545,1020
-81.33333333333333,-8.666666666666666,84.66666666666667,-4.333333333333333, valid,559,1020
-81.0,-8.666666666666666,85.0,-4.666666666666667, valid,578,1020
-82.0,-8.666666666666666,85.33333333333333,-4.0, valid,594,1020
-81.66666666666667,-8.666666666666666,85.66666666666667,-4.0, valid,609,1020
-81.33333333333333,-8.333333333333334,86.0,-3.6666666666666665, valid,626,1020
-80.66666666666667,-8.333333333333334,85.66666666666667,-4.333333333333333, valid,640,1020
-81.33333333333333,-8.666666666666666,85.33333333333333,-4.666666666666667, valid,652,1020
-81.33333333333333,-9.0,85.33333333333333,-5.0, valid,666,1020
-80.66666666666667,-8.666666666666666,85.66666666666667,-4.666666666666667, valid,679,1020
-80.0,-8.333333333333334,86.0,-4.333333333333333, valid,694,1020
-80.0,-8.333333333333334,86.0,-4.333333333333333, valid,710,1020
-80.0,-8.666666666666666,86.33333333333333,-4.666666666666667, valid,724,1020
-79.66666666666667,-9.0,87.0,-5.0, valid,745,1020
-80.0,-8.333333333333334,86.66666666666667,-4.333333333333333, valid,763,1020
-80.0,-8.0,87.0,-4.0, valid,776,1020
-80.33333333333333,-7.333333333333333,86.33333333333333,-3.3333333333333335, valid,789,1020
-79.66666666666667,-7.666666666666667,87.33333333333333,-3.6666666666666665, valid,804,1020
-79.0,-7.666666666666667,87.66666666666667,-3.6666666666666665, valid,817,1020
-78.66666666666667,-8.333333333333334,88.33333333333333,-4.333333333333333, valid,831,1020
-78.66666666666667,-8.333333333333334,88.33333333333333,-4.333333333333333, valid,845,1020
-78.66666666666667,-8.333333333333334,88.33333333333333,-4.333333333333333, valid,866,1020
-78.66666666666667,-8.0,88.33333333333333,-4.333333333333333, valid,880,1020
-78.33333333333333,-7.666666666666667,88.33333333333333,-4.333333333333333, valid,894,1020
-78.33333333333333,-7.333333333333333,88.0,-4.333333333333333, valid,907,1020
-77.66666666666667,-7.333333333333333,88.33333333333333,-4.0, valid,922,1020
-77.66666666666667,-7.666666666666667,88.66666666666667,-4.0, valid,944,1020
-77.66666666666667,-8.0,89.0,-4.333333333333333, valid,962,1020
-77.66666666666667,-8.0,88.66666666666667,-4.666666666666667, valid,979,1020
-77.33333333333333,-8.0,88.66666666666667,-4.666666666666667, valid,996,1020
-77.0,-8.0,88.66666666666667,-4.333333333333333, valid,1010,1020
-76.66666666666667,-8.0,89.33333333333333,-4.0, valid,1025,1020
-76.66666666666667,-7.666666666666667,89.33333333333333,-3.6666666666666665, valid,1044,1020
-76.66666666666667,-7.666666666666667,89.66666666666667,-3.6666666666666665, valid,1057,1020
-76.66666666666667,-7.666666666666667,90.0,-3.6666666666666665, valid,1069,1020
-76.66666666666667,-7.666666666666667,90.33333333333333,-4.0, valid,1080,1020
-76.33333333333333,-7.666666666666667,90.33333333333333,-4.0, valid,1094,1020
-76.0,-7.666666666666667,90.33333333333333,-4.0, valid,1107,1020
-75.66666666666667,-7.333333333333333,90.33333333333333,-3.6666666666666665, valid,1122,1020
-75.66666666666667,-7.0,90.33333333333333,-3.6666666666666665, valid,1137,1020
-75.33333333333333,-7.0,90.66666666666667,-4.0, valid,1149,1020
-75.33333333333333,-7.333333333333333,90.66666666666667,-4.0, valid,1163,1020
-75.0,-8.0,91.0,-4.0, valid,1182,1020
-75.33333333333333,-8.0,90.66666666666667,-3.6666666666666665, valid,1198,1020
-75.0,-8.333333333333334,90.66666666666667,-4.0, valid,1217,1020
-74.66666666666667,-7.666666666666667,91.0,-4.0, valid,1236,1020
-74.66666666666667,-7.666666666666667,90.66666666666667,-4.333333333333333, valid,1248,1020
-74.33333333333333,-7.0,91.0,-4.0, valid,1263,1020
-74.33333333333333,-7.0,90.66666666666667,-3.6666666666666665, valid,1277,1020
-74.33333333333333,-6.666666666666667,91.0,-3.0, valid,1292,1020
-74.0,-7.0,91.33333333333333,-3.3333333333333335, valid,1307,1020
-74.0,-7.333333333333333,91.66666666666667,-4.0, valid,1326,1020
-73.66666666666667,-7.333333333333333,92.0,-4.333333333333333, valid,1342,1020
-74.0,-7.333333333333333,92.0,-4.333333333333333, valid,1357,1020
-73.66666666666667,-7.0,92.0,-4.0, valid,1406,1020
-73.33333333333333,-7.333333333333333,92.0,-4.0, valid,1460,1020
-72.66666666666667,-6.666666666666667,92.66666666666667,-4.0, valid,1496,1020
-72.33333333333333,-6.0,93.33333333333333,-4.0, valid,1511,1020
-72.0,-5.666666666666667,93.66666666666667,-4.333333333333333, valid,1523,1020
-71.33333333333333,-6.0,94.0,-4.333333333333333, valid,1543,1020
-71.0,-6.666666666666667,94.66666666666667,-5.0, valid,1560,1020
-70.33333333333333,-6.666666666666667,95.66666666666667,-4.666666666666667, valid,1579,1020
-70.33333333333333,-6.666666666666667,95.66666666666667,-4.666666666666667, valid,1592,1020
-70.0,-6.333333333333333,95.33333333333333,-4.0, valid,1606,1020
-69.66666666666667,-6.666666666666667,95.0,-4.666666666666667, valid,1620,1020
-69.33333333333333,-7.0,95.0,-5.0, valid,1636,1020
-69.66666666666667,-7.666666666666667,94.66666666666667,-5.333333333333333, valid,1647,1020
-69.66666666666667,-7.666666666666667,94.66666666666667,-5.333333333333333, valid,1663,1020
-69.66666666666667,-8.0,95.0,-5.666666666666667, valid,1681,1020
-69.0,-7.666666666666667,95.66666666666667,-5.666666666666667, valid,1695,1020
-69.33333333333333,-7.333333333333333,96.0,-5.333333333333333, valid,1707,1020
-69.33333333333333,-7.0,95.66666666666667,-5.333333333333333, valid,1719,1020
-69.66666666666667,-7.0,95.0,-5.333333333333333, valid,1736,1020
-69.33333333333333,-6.666666666666667,94.66666666666667,-5.333333333333333, valid,1754,1020
-69.33333333333333,-6.666666666666667,95.0,-5.333333333333333, valid,1769,1020
-68.66666666666667,-7.0,96.0,-6.0, valid,1786,1020
-68.66666666666667,-7.333333333333333,96.33333333333333,-6.333333333333333, valid,1800,1020
-68.33333333333333,-7.0,96.33333333333333,-6.0, valid,1816,1020
-68.66666666666667,-6.666666666666667,96.0,-5.666666666666667, valid,1836,1020
-68.33333333333333,-6.666666666666667,96.0,-5.666666666666667, valid,1849,1020
-68.33333333333333,-6.666666666666667,96.0,-5.666666666666667, valid,1860,1016
-68.0,-6.333333333333333,96.0,-5.666666666666667, valid,1860,1004
-68.0,-6.666666666666667,96.0,-6.0, valid,1860,981
-68.0,-7.0,96.0,-6.333333333333333, valid,1860,966
-67.66666666666667,-7.666666666666667,96.33333333333333,-6.666666666666667, valid,1860,951
-67.66666666666667,-7.666666666666667,96.33333333333333,-6.333333333333333, valid,1860,937
-67.66666666666667,-7.666666666666667,96.33333333333333,-6.666666666666667, valid,1860,922
-68.0,-7.666666666666667,96.0,-6.333333333333333, valid,1860,904
-67.33333333333333,-7.666666666666667,96.66666666666667,-6.666666666666667, valid,1860,885
-67.0,-7.666666666666667,97.0,-6.333333333333333, valid,1860,866
-67.0,-7.666666666666667,97.0,-6.666666666666667, valid,1860,852
-67.66666666666667,-7.333333333333333,96.66666666666667,-6.333333333333333, valid,1860,837
-67.66666666666667,-7.333333333333333,96.66666666666667,-6.666666666666667, valid,1860,824
-67.33333333333333,-7.333333333333333,97.0,-6.666666666666667, valid,1860,810
-67.33333333333333,-7.666666666666667,96.66666666666667,-6.666666666666667, valid,1860,791
-67.66666666666667,-8.0,96.33333333333333,-6.666666666666667, valid,1860,773
-68.33333333333333,-8.333333333333334,96.0,-7.333333333333333, valid,1860,759
-68.0,-9.0,96.33333333333333,-8.333333333333334, valid,1860,746
-68.0,-9.333333333333334,96.66666666666667,-8.666666666666666, valid,1860,731
-67.66666666666667,-9.666666666666666,97.0,-8.666666666666666, valid,1860,709
-68.33333333333333,-9.333333333333334,96.66666666666667,-8.333333333333334, valid,1860,697
-68.66666666666667,-10.0,96.33333333333333,-9.0, valid,1860,683
-68.33333333333333,-10.333333333333334,96.33333333333333,-9.0, valid,1860,669
-68.0,-10.666666666666666,96.33333333333333,-9.333333333333334, valid,1860,655
-67.66666666666667,-10.0,96.66666666666667,-8.333333333333334, valid,1860,641
-68.0,-9.666666666666666,96.33333333333333,-8.0, valid,1860,626
-68.0,-9.333333333333334,96.33333333333333,-7.666666666666667, valid,1860,612
-68.0,-9.666666666666666,96.0,-8.333333333333334, valid,1860,597
-67.66666666666667,-10.0,96.33333333333333,-8.666666666666666, valid,1860,584
-67.33333333333333,-10.666666666666666,96.66666666666667,-9.0, valid,1860,562
-67.33333333333333,-10.666666666666666,97.0,-8.666666666666666, valid,1860,543
-67.66666666666667,-10.333333333333334,97.33333333333333,-8.666666666666666, valid,1860,523
-68.0,-10.333333333333334,97.33333333333333,-9.0, valid,1860,509
-68.33333333333333,-10.666666666666666,96.66666666666667,-9.666666666666666, valid,1860,497
-68.66666666666667,-11.0,95.33333333333333,-10.0, valid,1860,482
-68.33333333333333,-11.333333333333334,95.0,-10.0, valid,1860,463
-68.33333333333333,-12.333333333333334,95.0,-10.666666666666666, valid,1860,447
-68.33333333333333,-12.333333333333334,95.33333333333333,-10.666666666666666, valid,1860,412
-69.0,-12.333333333333334,95.0,-10.666666666666666, valid,1860,395
-69.0,-11.666666666666666,95.0,-10.0, valid,1860,370
-68.66666666666667,-12.333333333333334,95.66666666666667,-10.333333333333334, valid,1860,354
-68.33333333333333,-12.333333333333334,96.0,-10.333333333333334, valid,1860,338
-68.0,-12.666666666666666,96.33333333333333,-10.666666666666666, valid,1860,329
-68.33333333333333,-12.333333333333334,95.66666666666667,-10.333333333333334, valid,1860,315
-68.66666666666667,-12.666666666666666,95.33333333333333,-10.666666666666666, valid,1860,297
-69.0,-12.666666666666666,95.33333333333333,-10.666666666666666, valid,1860,279
-68.33333333333333,-13.333333333333334,96.0,-11.333333333333334, valid,1860,263
-68.0,-13.666666666666666,96.0,-11.666666666666666, valid,1860,251
-67.66666666666667,-13.666666666666666,96.33333333333333,-11.666666666666666, valid,1860,222
-68.0,-13.333333333333334,96.0,-11.333333333333334, valid,1860,212
-68.0,-13.333333333333334,96.66666666666667,-11.666666666666666, valid,1860,197
-68.0,-14.0,96.33333333333333,-12.333333333333334, valid,1860,182
-68.0,-14.333333333333334,96.33333333333333,-13.0, valid,1860,154
-68.33333333333333,-14.0,95.66666666666667,-12.666666666666666, valid,1860,135
-68.66666666666667,-13.666666666666666,95.66666666666667,-12.333333333333334, valid,1860,119
-68.66666666666667,-14.0,95.66666666666667,-12.333333333333334, valid,1860,112
-68.66666666666667,-14.666666666666666,95.66666666666667,-12.666666666666666, valid,1860,91
-68.33333333333333,-14.666666666666666,96.0,-12.666666666666666, valid,1860,75
-68.33333333333333,-14.666666666666666,96.33333333333333,-12.666666666666666, valid,1860,61
-68.0,-15.0,97.0,-13.0, valid,1847,60
-68.0,-15.333333333333334,97.0,-13.333333333333334, valid,1832,60
-68.0,-15.666666666666666,97.66666666666667,-13.666666666666666, valid,1820,60
-68.0,-15.333333333333334,97.0,-13.333333333333334, valid,1809,60
-68.0,-15.333333333333334,97.33333333333333,-13.333333333333334, valid,1794,60
-67.66666666666667,-15.333333333333334,96.66666666666667,-13.666666666666666, valid,1780,60
-67.66666666666667,-15.333333333333334,97.66666666666667,-14.0, valid,1767,60
-67.66666666666667,-15.0,97.33333333333333,-14.0, valid,1752,60
-67.66666666666667,-14.666666666666666,98.0,-13.666666666666666, valid,1731,60
-67.66666666666667,-14.666666666666666,98.0,-13.333333333333334, valid,1713,60
-67.33333333333333,-15.0,98.33333333333333,-13.666666666666666, valid,1698,60
-67.66666666666667,-15.0,97.66666666666667,-13.333333333333334, valid,1686,60
-67.33333333333333,-15.0,97.66666666666667,-13.333333333333334, valid,1674,60
-67.33333333333333,-15.0,97.66666666666667,-13.0, valid,1660,60
-67.66666666666667,-15.0,97.0,-13.0, valid,1646,60
-68.33333333333333,-15.0,96.66666666666667,-13.0, valid,1631,60
-68.66666666666667,-14.666666666666666,95.66666666666667,-12.666666666666666, valid,1618,60
-68.66666666666667,-15.0,96.0,-13.0, valid,1606,60
-69.0,-14.666666666666666,94.33333333333333,-12.666666666666666, valid,1588,60
-69.66666666666667,-15.0,95.0,-13.0, valid,1572,60
-69.66666666666667,-15.0,95.0,-13.0, valid,1557,60
-69.33333333333333,-16.0,96.66666666666667,-13.666666666666666, valid,1545,60
-69.33333333333333,-16.0,96.0,-13.333333333333334, valid,1525,60
-69.66666666666667,-15.666666666666666,95.33333333333333,-12.666666666666666, valid,1512,60
-69.66666666666667,-15.0,95.0,-12.0, valid,1497,60
-70.0,-15.0,95.33333333333333,-12.0, valid,1486,60
-70.33333333333333,-15.333333333333334,96.0,-12.333333333333334, valid,1468,60
-70.66666666666667,-15.666666666666666,96.0,-12.666666666666666, valid,1456,60
-70.33333333333333,-15.666666666666666,96.33333333333333,-13.0, valid,1439,60
-70.0,-15.333333333333334,96.66666666666667,-13.0, valid,1420,60
-70.0,-15.333333333333334,96.66666666666667,-13.333333333333334, valid,1405,60
-70.33333333333333,-16.0,95.0,-13.666666666666666, valid,1389,60
-71.0,-16.333333333333332,94.66666666666667,-13.666666666666666, valid,1376,60
-71.33333333333333,-16.333333333333332,93.66666666666667,-13.333333333333334, valid,1357,60
-71.66666666666667,-16.0,94.0,-13.0, valid,1342,60
-71.33333333333333,-15.333333333333334,93.66666666666667,-12.666666666666666, valid,1319,60
-71.33333333333333,-15.0,94.0,-12.333333333333334, valid,1306,60
-71.33333333333333,-15.0,94.0,-12.333333333333334, valid,1292,60
-71.66666666666667,-15.666666666666666,93.66666666666667,-12.666666666666666, valid,1273,60
-72.0,-16.0,93.66666666666667,-13.0, valid,1255,60
-72.33333333333333,-16.0,94.0,-13.0, valid,1241,60
-72.33333333333333,-15.666666666666666,94.33333333333333,-12.666666666666666, valid,1230,60
-72.33333333333333,-15.666666666666666,94.66666666666667,-12.666666666666666, valid,1215,60
-72.0,-15.333333333333334,95.0,-12.333333333333334, valid,1199,60
-72.0,-15.0,94.33333333333333,-12.333333333333334, valid,1183,60
-72.0,-14.333333333333334,93.33333333333333,-12.0, valid,1161,60
-72.66666666666667,-14.0,92.33333333333333,-12.0, valid,1146,60
-73.33333333333333,-14.666666666666666,91.66666666666667,-12.666666666666666, valid,1125,60
-74.0,-15.333333333333334,92.0,-13.0, valid,1104,60
-73.66666666666667,-16.0,92.66666666666667,-13.333333333333334, valid,1086,60
-74.0,-16.0,92.66666666666667,-13.0, valid,1061,60
-76.66666666666667,-16.0,91.66666666666667,-13.333333333333334, valid,1046,60
-79.66666666666667,-16.0,90.33333333333333,-13.666666666666666, valid,1032,60
-79.66666666666667,-16.0,90.0,-14.0, valid,1016,60
-77.0,-16.0,91.33333333333333,-13.666666666666666, valid,997,60
-74.33333333333333,-16.0,92.66666666666667,-13.333333333333334, valid,983,60
-74.33333333333333,-15.666666666666666,92.33333333333333,-13.0, valid,969,60
-74.33333333333333,-15.333333333333334,91.66666666666667,-12.666666666666666, valid,954,60
-74.33333333333333,-15.0,91.0,-12.333333333333334, valid,938,60
-74.66666666666667,-15.333333333333334,91.33333333333333,-12.0, valid,926,60
-74.66666666666667,-15.666666666666666,91.0,-12.333333333333334, valid,869,60
-75.0,-16.0,91.33333333333333,-12.333333333333334, valid,855,60
-77.0,-15.666666666666666,91.66666666666667,-12.333333333333334, valid,799,60
-79.0,-15.333333333333334,91.66666666666667,-11.666666666666666, valid,794,60
-79.66666666666667,-15.333333333333334,90.0,-12.0, valid,782,60
-77.66666666666667,-15.666666666666666,90.0,-12.0, valid,770,60
-76.33333333333333,-16.0,90.0,-12.333333333333334, valid,760,60
-76.0,-16.333333333333332,91.0,-12.333333333333334, valid,742,60
-78.33333333333333,-16.333333333333332,90.66666666666667,-12.333333333333334, valid,728,60
-80.66666666666667,-16.666666666666668,90.33333333333333,-12.666666666666666, valid,713,60
-82.33333333333333,-16.333333333333332,89.66666666666667,-12.666666666666666, valid,696,60
-82.0,-16.333333333333332,89.33333333333333,-12.666666666666666, valid,679,60
-82.0,-16.0,90.0,-12.333333333333334, valid,666,60
-82.66666666666667,-16.0,89.33333333333333,-12.0, valid,655,60
-83.0,-16.0,88.66666666666667,-12.0, valid,641,60
-83.0,-16.333333333333332,88.33333333333333,-12.0, valid,632,60
-82.33333333333333,-16.333333333333332,89.66666666666667,-12.0, valid,619,60
-82.33333333333333,-16.333333333333332,89.66666666666667,-12.0, valid,606,60
-82.33333333333333,-16.0,88.33333333333333,-12.0, valid,594,60
-83.0,-16.333333333333332,87.0,-12.333333333333334, valid,582,60
-83.0,-16.666666666666668,88.66666666666667,-12.333333333333334, valid,564,60
-82.66666666666667,-17.333333333333332,90.0,-13.0, valid,549,60
-83.0,-17.333333333333332,89.33333333333333,-13.0, valid,531,60
-83.0,-17.666666666666668,88.33333333333333,-13.666666666666666, valid,509,60
-83.66666666666667,-17.0,87.0,-13.0, valid,493,60
-83.66666666666667,-16.666666666666668,87.66666666666667,-12.666666666666666, valid,476,60
-84.0,-16.0,87.33333333333333,-12.0, valid,462,60
-84.33333333333333,-16.0,87.33333333333333,-12.0, valid,447,60
-84.66666666666667,-16.0,87.0,-12.0, valid,433,60
-84.66666666666667,-15.666666666666666,86.33333333333333,-12.0, valid,418,60
-84.33333333333333,-15.666666666666666,86.0,-12.0, valid,399,60
-84.0,-15.666666666666666,86.0,-12.0, valid,381,60
-84.33333333333333,-16.0,86.0,-12.0, valid,362,60
-84.66666666666667,-16.0,86.0,-12.0, valid,346,60
-85.0,-16.333333333333332,86.33333333333333,-12.0, valid,334,60
-84.66666666666667,-16.666666666666668,88.0,-12.666666666666666, valid,323,60
-84.33333333333333,-16.666666666666668,88.66666666666667,-12.666666666666666, valid,310,60
-84.0,-16.333333333333332,88.33333333333333,-12.666666666666666, valid,292,60
-84.33333333333333,-16.0,86.0,-12.0, valid,274,60
-84.66666666666667,-16.0,84.33333333333333,-12.0, valid,257,60
-85.0,-15.666666666666666,83.33333333333333,-12.0, valid,243,60
-85.66666666666667,-15.666666666666666,82.66666666666667,-12.333333333333334, valid,229,60
-86.0,-15.666666666666666,83.33333333333333,-12.666666666666666, valid,211,60
-86.33333333333333,-16.0,84.0,-13.0, valid,191,60
-86.33333333333333,-16.0,84.66666666666667,-13.0, valid,175,60
-86.0,-16.0,85.0,-13.0, valid,162,60
-85.33333333333333,-16.0,85.66666666666667,-13.0, valid,142,60
-85.0,-15.666666666666666,84.33333333333333,-12.666666666666666, valid,130,60
-86.0,-15.666666666666666,82.66666666666667,-12.666666666666666, valid,114,60
-86.66666666666667,-15.333333333333334,80.33333333333333,-12.333333333333334, valid,101,60
-86.66666666666667,-15.666666666666666,81.66666666666667,-12.666666666666666, valid,85,60
-86.0,-15.666666666666666,81.66666666666667,-13.0, valid,71,60
-86.33333333333333,-16.333333333333332,81.66666666666667,-14.0, valid,60,62
-86.66666666666667,-16.333333333333332,80.33333333333333,-14.333333333333334, valid,60,76
-86.66666666666667,-16.666666666666668,80.33333333333333,-14.666666666666666, valid,60,93
-86.66666666666667,-16.666666666666668,81.33333333333333,-14.666666666666666, valid,60,105
-86.66666666666667,-17.0,84.0,-15.0, valid,60,118
-87.33333333333333,-16.333333333333332,84.0,-14.0, valid,60,136
-87.33333333333333,-16.333333333333332,83.0,-13.666666666666666, valid,60,154
-87.66666666666667,-16.0,81.33333333333333,-13.0, valid,60,169
-87.66666666666667,-16.0,80.66666666666667,-13.0, valid,60,182
-87.66666666666667,-15.333333333333334,80.66666666666667,-12.666666666666666, valid,60,198
-87.33333333333333,-15.333333333333334,79.66666666666667,-12.666666666666666, valid,60,211
-87.0,-16.0,81.33333333333333,-13.666666666666666, valid,60,226
-87.0,-16.333333333333332,81.0,-14.0, valid,60,238
-87.0,-15.666666666666666,81.0,-13.666666666666666, valid,60,257
-86.66666666666667,-14.666666666666666,79.66666666666667,-12.333333333333334, valid,60,266
-86.33333333333333,-14.333333333333334,81.33333333333333,-11.333333333333334, valid,60,279
-86.66666666666667,-14.333333333333334,81.0,-11.0, valid,60,295
-86.66666666666667,-14.333333333333334,81.33333333333333,-11.0, valid,60,314
-86.66666666666667,-14.333333333333334,80.33333333333333,-11.333333333333334, valid,60,331
-86.33333333333333,-14.666666666666666,80.66666666666667,-11.666666666666666, valid,60,347
-86.66666666666667,-15.0,81.0,-12.0, valid,60,359
-87.0,-15.0,81.0,-12.0, valid,60,372
-87.33333333333333,-15.0,82.0,-12.0, valid,60,391
-87.33333333333333,-15.0,81.33333333333333,-12.0, valid,60,404
-87.33333333333333,-14.666666666666666,81.0,-12.0, valid,60,417
-87.0,-14.333333333333334,80.0,-12.0, valid,60,430
-87.33333333333333,-14.0,80.0,-11.666666666666666, valid,60,439
-87.0,-13.666666666666666,81.0,-11.0, valid,60,453
-87.0,-13.333333333333334,81.0,-10.666666666666666, valid,60,464
-86.66666666666667,-13.333333333333334,81.66666666666667,-10.666666666666666, valid,60,484
-86.66666666666667,-13.333333333333334,81.33333333333333,-10.666666666666666, valid,60,503
-86.33333333333333,-13.333333333333334,81.66666666666667,-10.0, valid,60,520
-86.33333333333333,-13.0,81.33333333333333,-9.666666666666666, valid,60,534
-86.66666666666667,-13.333333333333334,81.0,-10.0, valid,60,547
-87.0,-13.666666666666666,81.0,-10.666666666666666, valid,60,560
-87.0,-13.333333333333334,80.66666666666667,-10.333333333333334, valid,60,581
-87.0,-13.0,80.66666666666667,-9.666666666666666, valid,60,600
-87.0,-13.0,80.66666666666667,-9.333333333333334, valid,60,624
-86.66666666666667,-13.666666666666666,81.0,-9.666666666666666, valid,60,637
-87.0,-13.666666666666666,80.66666666666667,-9.666666666666666, valid,60,655
-87.0,-13.333333333333334,80.33333333333333,-9.333333333333334, valid,60,670
-87.33333333333333,-12.666666666666666,80.0,-9.0, valid,60,686
-87.0,-12.666666666666666,80.33333333333333,-9.0, valid,60,701
-87.33333333333333,-12.666666666666666,80.33333333333333,-9.0, valid,60,717
-87.0,-13.0,80.66666666666667,-8.666666666666666, valid,60,730
-86.66666666666667,-13.0,80.66666666666667,-8.666666666666666, valid,60,749
-86.33333333333333,-13.0,80.66666666666667,-8.666666666666666, valid,60,765
-86.33333333333333,-12.666666666666666,80.66666666666667,-8.666666666666666, valid,60,784
-86.33333333333333,-12.0,80.66666666666667,-8.0, valid,60,796
-85.0,-11.666666666666666,81.33333333333333,-7.666666666666667, valid,60,814
-85.0,-11.333333333333334,81.33333333333333,-7.333333333333333, valid,60,829
-85.33333333333333,-11.666666666666666,81.33333333333333,-7.666666666666667, valid,60,844
-86.0,-11.666666666666666,81.33333333333333,-7.666666666666667, valid,60,856
-86.0,-12.0,81.66666666666667,-8.0, valid,60,873
-85.66666666666667,-12.0,81.66666666666667,-8.0, valid,60,889
-85.66666666666667,-12.0,81.66666666666667,-8.0, valid,60,905
-85.66666666666667,-11.333333333333334,81.33333333333333,-7.666666666666667, valid,60,921
-85.33333333333333,-11.0,81.33333333333333,-7.666666666666667, valid,60,933
-86.0,-10.333333333333334,80.66666666666667,-7.0, valid,60,955
-86.0,-10.333333333333334,80.33333333333333,-6.666666666666667, valid,60,965
-86.66666666666667,-9.333333333333334,80.0,-5.333333333333333, valid,60,982
-86.66666666666667,-8.666666666666666,80.0,-4.666666666666667, valid,60,993
-86.33333333333333,-8.333333333333334,80.33333333333333,-4.333333333333333, valid,60,1007
-85.66666666666667,-8.0,80.66666666666667,-4.333333333333333, valid,64,1020
-85.66666666666667,-8.666666666666666,80.66666666666667,-4.666666666666667, valid,79,1020
